100010	3000010	0
100010	9888	0
100010	9889	0
100020	3000010	0
100020	9896	0
100020	9897	0
100030	3000010	0
100030	10020	0
100030	10021	0
100030	10022	0
100030	10023	0
100030	10024	0
100030	10025	0
100030	10026	0
100030	10027	0
100030	10028	0
100030	10029	0
100030	10030	0
100030	10031	0
100040	3000010	0
100040	9888	0
100040	9889	0
100050	3000010	0
100050	10234	0
100050	10235	0
100050	10236	0
100060	3000010	0
100060	10254	0
100070	3000010	0
100070	10405	0
100070	10406	0
100070	10407	0
100070	10408	0
100070	10409	0
100070	10410	0
100070	10411	0
100070	10412	0
100070	10413	0
100070	10414	0
100080	3000010	0
100080	10496	0
100080	7626	0
100090	3000010	0
100090	10612	0
100090	10613	0
100090	10614	0
100090	10615	0
100090	10616	0
100100	3000010	0
100100	9660	0
100100	10634	0
100100	10635	0
100100	10207	0
100110	3000010	0
100110	10696	0
100110	1295	0
100110	10697	0
100110	1297	0
100120	3000010	0
100120	10804	0
100120	10805	0
100120	10806	0
100120	10807	0
100120	10808	0
100120	10809	0
100120	10810	0
100120	10811	0
100120	10812	0
100120	10813	0
100120	10814	0
100120	10815	0
100120	10816	0
100120	10817	0
100120	10818	0
100120	10819	0
100120	10820	0
100120	10821	0
100120	10822	0
100120	10823	0
100120	10244	0
100120	10824	0
100120	10245	0
100120	10791	0
100120	10187	0
100130	3000010	0
100130	10186	0
100130	10842	0
100130	10843	0
100130	10185	0
100130	10244	0
100130	10844	0
100130	10845	0
100130	10821	0
100130	10846	0
100130	10847	0
100130	10848	0
100130	10849	0
100130	10791	0
100130	10245	0
100130	10187	0
100140	3000010	0
100140	10238	0
100140	10239	0
100140	10869	0
100140	9660	0
100140	10870	0
100150	3000010	0
100150	10769	0
100150	10940	0
100150	10941	0
100150	10942	0
100150	10943	0
100150	10944	0
100160	3000010	0
100160	11079	0
100160	9590	0
100160	11080	0
100160	9733	0
100160	11081	0
100170	3000010	0
100170	11093	0
100170	11094	0
100170	11095	0
100170	11096	0
100170	11097	0
100170	11098	0
100170	11099	0
100170	11100	0
100170	11101	0
100170	11102	0
100170	10026	0
100180	3000010	0
100180	11126	0
100180	11127	0
100180	11128	0
100180	11129	0
100180	11130	0
100180	11131	0
100180	11132	0
100180	11133	0
100190	3000010	0
100190	10822	0
100190	10244	0
100190	10806	0
100190	10808	0
100190	10809	0
100190	10810	0
100190	10823	0
100190	10812	0
100190	10813	0
100190	10814	0
100190	10816	0
100190	10818	0
100190	10824	0
100190	10819	0
100190	10821	0
100190	10805	0
100190	10804	0
100190	10815	0
100190	10807	0
100190	10811	0
100190	10817	0
100190	10820	0
100190	10245	0
100190	10791	0
100190	10187	0
100200	3000010	0
100200	10769	0
100200	11160	0
100200	10615	0
100200	11161	0
100210	3000010	0
100210	11199	0
100210	11200	0
100210	11201	0
100210	11202	0
100210	11203	0
100210	11204	0
100210	11205	0
100210	11206	0
100210	11207	0
100210	11208	0
100220	3000010	0
100220	11230	0
100220	11231	0
100220	11232	0
100220	11233	0
100220	11234	0
100220	11235	0
100220	11236	0
100230	3000010	0
